등록번호,청구기호,서명,저자,발행자,발행년,가격
BRP000456031,833.6-이51ㅎ,후가는 유가 : 이사카 고타로 장편소설,이사카 고타로 지음 ; 김은모 옮김,현대문학,2020,"13,800"
BRP000456032,859.7-약55ㅅ,실버 로드 : 사라진 소녀들,스티나 약손 지음 ; 노진선 옮김,마음서재,2020,"14,500"
BRP000456033,715-표77,(새로 쓴) 표준 국어문법론,"남기심,고영근,유현경,최형용 지음",한국문화사,2019,"30,000"
BRP000456034,813.7-체54ㅁ-1,밑 빠진 용병대에 돈 붓기 : 체셔나용 장편소설. 1,체셔냐옹 지음,동아,2020,"12,000"
BRP000456035,813.7-체54ㅁ-2,밑 빠진 용병대에 돈 붓기 : 체셔냐용 장편소설. 2,체셔냐옹 지음,동아,2020,"12,000"
BRP000456036,823.7-지63ㅊ-27,천재소독비. 27,"지에모 지음 ; 전정은,홍지연 옮김",파란썸:파란미디어,2020,"15,000"
BRP000456038,990.99-김43ㅅ,사람과 그의 글 : 사료와 함께 읽는 평전,김범 지음,테오리아,2020,"23,000"
BRP000456039,204.1-보823ㅅ,신,존 보커 지음 ; 이재만 옮김,교유서가:문학동네,2017,"13,800"
BRP000456040,233.01-리819ㅅ,성서,존 리치스 지음 ; 이재만 옮김,교유서가:문학동네,2017,"13,800"
BRP000456041,813.7-춈816ㅈ,죄악의 열매 : 춈춈 장편소설,춈춈 지음,가하,2020,"13,800"
BRP000456042,813.7-송79ㄷ,동물원 옆 미술관,송지성 지음,마롱,2020,"9,000"
BRP000456043,337.2-민94ㅇ,여자 공부하는 여자 : 앎으로써 삶을 바꾸는 나의 첫 페미니즘 수업,민혜영 지음,Whale book:웨일북,2019,"14,000"
BRP000456044,813.7-채94ㄸ-1,"따뜻하게, 다시 : 채현진 장편소설. 1",채현진 지음,플레이블(예원북스),2020,"12,000"
BRP000456045,813.7-채94ㄸ-2,"따뜻하게, 다시 : 채현진 장편소설. 2",채현진 지음,플레이블(예원북스),2020,"12,000"
BRP000456046,325.211-스833ㅅ,승리하는 습관 : 승률을 높이는 15가지 도구들,"앨렌 스테인 주니어 ,존 스턴펠드 지음 ; 엄성수 옮김",갤리온:웅진씽크빅,2020,"17,000"
BRP000456047,591.1-김211ㅈ,죽기엔 너무 젊고 살기엔 너무 가난하다 : 행복한 부자가 되는 사칙연산의 비밀,김남순 지음,북스코리아,2019,"15,000"
BRP000456048,005.53-전39ㅅ,(회사에서 바로 통하는) 실무 엑셀 최강 업무 활용법 : 모든 버전 사용 가능,전미진 지음,한빛미디어,2019,"21,000"
BRP000456049,325.8-손67ㅇ,(단돈 2만원으로)왕초보 경리업무 고수되기,손원준 지음,K.G.B. 지식만들기,2019,"22,000"
BRP000456050,166.2-최94ㅅ,스피노자의 『신학정치론』 읽기,최형익 지음,세창미디어,2017,"7,500"
BRP000456051,166.8-양34ㅍ,폴 리쾨르의 『해석의 갈등』 읽기,양명수 지음,세창미디어,2017,"8,000"
BRP000456052,005.11-옥57ㅇ,"아키텍처를 알아야 앱 개발이 보인다 : Dagger2, Jetpack, RxJava를 통한 안드로이드 클린 코드 설계",옥수환 지음,비제이퍼블릭,2020,"30,000"
BRP000456053,813.7-진57ㅎ,황태자비의 남자 : 진숙 장편소설,진숙 지음,봄,2020,"12,000"
BRP000456054,236.902-최75ㅊ,초대교회사 다시 읽기 : 민족과 인종의 경계를 초월한 공동체,최종원 지음,홍성사,2018,"16,000"
BRP000456055,813.7-알841ㅈ-3,재혼 황후. 3,알파타르트 지음,해피북스투유,2020,"14,000"
BRP000456056,823.7-지63ㅊ-28,천재소독비 외전 : 천눈에 반하다,지에모 지음 ; 홍지연 옮김,파란썸:파란미디어,2020,"15,000"
BRP000456057,鄕 813.7-김94ㄸ=3,딸에 대하여 : 김혜진 장편소설,김혜진 지음,민음사,2017,"13,000"
BRP000456058,843.6-반58ㅇ=2,예감은 틀리지 않는다 : 줄리언 반스 장편소설,줄리언 반스 [지음] ; 최세희 옮김,다산책방:다산북스,2012,"12,800"
BRP000456059,199.1-강51ㄴ=2,나를 지키며 일하는 법,강상중 지음 ; 노수경 옮김,사계절,2017,"12,000"
BRP000456060,199.1-강51ㄴ=3,나를 지키며 일하는 법,강상중 지음 ; 노수경 옮김,사계절,2017,"12,000"
BRP000456061,843.4-멜49ㅍ=3,필경사 바틀비 : 허먼 멜빌 소설,허먼 멜빌 지음 ; 하비에르 사발라 그림 ; 공진호 옮김,문학동네,2011,"11,000"
BRP000456062,843.4-멜49ㅍ=4,필경사 바틀비 : 허먼 멜빌 소설,허먼 멜빌 지음 ; 하비에르 사발라 그림 ; 공진호 옮김,문학동네,2011,"11,000"
BRP000456063,327.04-임53ㄷ,돈의 철학=The philosophy of money : 진정한 경제적 자유를 위한 궁극의 물음,임석민 지음,다산북스,2020,"18,000"
BRP000456064,325.19-랜225ㅈ,절대 성공하지 못할 거야 : 공동 창업자 마크 랜돌프가 최초 공개하는 넷플릭스 창업 이야기,마크 랜돌프 지음 ; 이선주 옮김,알피스페이스,2020,"18,000"
BRP000456065,234.177-김79ㄴ,너는 내 것이라 : 미디어와 음란물 편,김지연 지음,두란노,2020,"12,000"
BRP000456066,598.55-정57ㅈ,질 좋은 책 : 학교에서 알려주지 않은 '진짜'성교육,정수연 지음 ; 정선화 감수,위즈덤하우스,2019,"13,000"
BRP000456067,813.7-기67ㅁ,말괄량이 사이코패스 : 기윤슬 영어덜트 스릴러,기윤슬 지음,고즈넉이엔티,2020,"12,500"
BRP000456068,813.7-주64ㅎ,행복배틀 : 주영하 미스터리 스릴러,주영하 지음,고즈넉이엔티,2020,"13,500"
BRP000456071,813.7-엘239ㅇ-1,악당의 누나는 오늘도 고통받고 : 엘리아냥 장편소설. 1,엘리아냥 지음,위치북,2020,"12,000"
BRP000456072,813.7-엘239ㅇ-2,악당의 누나는 오늘도 고통받고 : 엘리아냥 장편소설. 2,엘리아냥 지음,위치북,2020,"12,000"
BRP000456073,592.303-한17ㅎ,(오버록 미싱으로 만드는) 핸드메이드 아이옷,"한국머신소잉협회,소잉스토리 공저",핸디스 소잉스토리,2018,"15,000"
BRP000456074,546-홍67ㅅ,설비자동제어=Automatic control systems and applications for commercial buildings,홍원표 지음,현우사,2019,"29,000"
BRP000456075,546-김225ㅂ2,배관공학,"김동우,윤경열 지음",세진사,2018,"20,000"
BRP000456076,811.7-배57ㅈ,조이와의 키스 : 배수연 시집,배수연 지음,민음사,2018,"9,000"
BRP000456078,818-김225ㅇ,엄마는 괜찮아 : 엄마를 잃고서야 진짜 엄마가 보였다,김도윤 지음,Arte(북이십일 아르테),2020,"15,000"
BRP000456079,813.7-고79ㅅ,숙적과의 동침 : 고지영 장편소설,고지영 지음,가하,2020;,"13,800"
BRP000456080,813.7-정222ㅈ,GV 빌런 고태경 : 정대건 장편소설 : 2020 한경신춘문예 당선작,정대건 지음,은행나무,2020,"13,500"
BRP000456081,327.856-선37ㅈ,(선물주는산타의) 주식투자 시크릿 : 8천만 원 종잣돈으로 124배의 수익을 올린 투자 고수가 되기까지,선물주는산타 지음,비즈니스북스,2020,"16,000"
BRP000456082,818-이94ㄹ,"로망으로 남기지 마, 수영!",이현진 지음,지식인하우스,2020,"13,800"
BRP000456083,598.1-김75ㅎ,하루 한마디 인문학 질문의 기적,김종원 지음,다산북스,2020,"16,000"
BRP000456084,331.5414-존58ㅈ,재난의 세계사 : 미래의 자연재해에 맞서기 위한 과거로부터의 교훈,루시 존스 지음 ; 권애리 옮김,눌와,2020,"17,500"
BRP000456085,331.23-김66ㅇ,"요즘 애들, 요즘 어른들 : 대한민국 세대분석 보고서",김용섭 지음,21세기북스(북이십일 21세기북스),2019,"17,000"
BRP000456086,331.541-김66ㅇ,언컨택트=Uncontact : 더 많은 연결을 위한 새로운 시대 진화 코드,김용섭 지음,퍼블리온,2020,"18,000"
BRP000456087,181.7-김69ㄱ,감정조절자 : 나를 힘들게 하는 나와 작별하기 프로젝트,김인자 지음,헥소미아,2020,"16,000"
BRP000456088,813.7-엘239ㅇ-3,악당의 누나는 오늘도 고통받고 : 엘리아냥 장편소설. 3,엘리아냥 지음,위치북,2020,"12,000"
BRP000456089,320.1-맨827ㅁ-5,"(만화로 보는) 맨큐의 경제학. 5, 국민경제의 기본원리","그레고리 맨큐 원저 ; 김용석,김기영 편저 ; 채안 그림",eLk(이러닝코리아),2019,"22,000"
BRP000456090,320.1-맨827ㅁ-6,"(만화로 보는) 맨큐의 경제학. 6, 화폐와 환율의 작동원리","그레고리 맨큐 원저 ; 김용석,김기영 편저 ; 채안 그림",elk(이러닝코리아),2019,"22,000"
BRP000456091,818-재57ㅇ,이렇게 될 줄 몰랐습니다,재수 글·그림,심플라이프,2020,"15,000"
BRP000456092,816.7-김64ㅇ,오래 준비해온 대답 : 김영하의 시칠리아,김영하 글·사진,복복서가,2020,"16,500"
BRP000456109,237.2-바238ㅅ,설교자의 기도,칼 바르트 지음 ; 박정수 옮김,비아:타임교육,2019,"13,000"
BRP000456110,591.9-최72ㅇ,은퇴 후에도 나는 더 일하고 싶다,최재식 지음,Design crepas(디자인크레파스),2017,"12,000"
BRP000456111,813.7-벚15ㄱ-1,그 남자의 결혼 파트너 : 벚꽃그리고 장편소설. 1,벚꽃그리고 지음,가연,2020,"13,000"
BRP000456112,813.7-벚15ㄱ-2,그 남자의 결혼 파트너 : 벚꽃그리고 장편소설. 2,벚꽃그리고 지음,가연,2020,"13,000"
BRP000456113,230.99-오67ㅌ,존 오웬 : 17세기 최고의 르네상스형 신학자,칼 트루먼 지음 ; 김재모 옮김,부흥과개혁사,2018,"12,000"
BRP000456114,232-헌833ㄱ,그리스도 중심적 성경 이야기 : 성경의 전체 이야기는 어떻게 그리스도의 전체 영광을 보여 주는가,"트렌트 헌터,스티븐 웰럼 지음 ; 전광규 옮김",부흥과개혁사,2019,"18,000"
BRP000456115,863-베238ㄱ-1,기억 : 베르나르 베르베르 장편소설. 1,베르나르 베르베르 지음 ; 전미연 옮김,열린책들,2020,"14,800"
BRP000456116,863-베238ㄱ-2,기억 : 베르나르 베르베르 장편소설. 2,베르나르 베르베르 지음 ; 전미연 옮김,열린책들,2020,"14,800"
BRP000456117,189.1-이227ㄱ,그냥 좀 괜찮아지고 싶을 때 : 이따금 우울하고 불안한 당신을 위한 마음의 구급상자,이두형 지음,심심,2020,"16,000"
BRP000456118,833.6-쓰37ㅇ,이 세상에 쉬운 일은 없다,쓰무라 기쿠코 지음 ; 이은미 옮김,샘터사,2020,"14,000"
BRP000456119,863-디823ㅇ,우리 아버지들의 마지막 나날 : 조엘 디케르 장편소설,조엘 디케르 지음 ; 윤진 옮김,문학동네,2020,"15,800"
BRP000456121,517.32-다821ㅎ,하체 밸런스 스트레칭,다카하시 유키 지음 ; 조은아 옮김,포레스트북스,2020,"15,500"
BRP000456122,327.856-코235,코로나 투자 전쟁=Money war : 전 세계 금융 역사 이래 최대의 유동성,"정채진,박석중,이광수,김한진,김일구,여의도클라스,윤지호,최준영 지음",Page2(페이지2북스),2020,"16,800"
BRP000456123,813.7-박51ㅊ,차가운 숨결 : 박상민 장편소설,박상민 지음,아프로스미디어,2020,"15,000"
BRP000456124,843.5-랜829ㅎ,행잉 가든,이언 랜킨 지음 ; 정세윤 옮김,오픈하우스,2020,"15,000"
BRP000456125,594.5-홍68ㅊ,총각네 반찬 가게 : 인기 반찬 레시피 140 : 주부들 입맛 사로잡은 특급 손맛,홍은찬 지음,Cypress(싸이프레스),2020,"15,500"
BRP000456126,594.5547-도39ㅁ,맛있는 커피를 집에서 내리는 책,도미타 사나에 글 ; 이승원 옮김,북커스,2020,"17,000"
BRP000456127,813.7-황53ㅊ,철도원 삼대 : 황석영 장편소설,황석영 지음,창비,2020,"20,000"
BRP000456128,321.2-피823ㅈ,자본과 이데올로기,토마 피케티 지음 ; 안준범 옮김,문학동네,2020,"38,000"
BRP000456129,鄕 813.7-정79ㅇ,야간 경비원의 일기 : 정지돈 소설,정지돈 지음,현대문학,2019,"11,200"
BRP000456130,340.99-굿67ㅎ,혼돈의 시대 리더의 탄생,도리스 컨스 굿윈 지음 ; 강주헌 옮김,Connecting:로크미디어,2020,"26,800"
BRP000456132,331.5-합219,"합니다, 독립술집","원부연,안상현,변익수,하상우,김슬옹 지음",스리체어스,2017,"12,000"
BRP000456133,344.1-김96ㅅ,시민의 확장,김효연 지음,스리체어스,2017,"12,000"
BRP000456134,813.7-마54ㅂ-6,베아트리체 외전. 1,마셰리 지음,디앤씨미디어(D&C Books),2020,"12,000"
BRP000456135,813.7-마54ㅂ-7,베아트리체 외전. 2,마셰리 지음,디앤씨미디어(D&C Books),2020,"12,000"
BRP000456136,813.7-조211ㄱ,귤의 맛 : 조남주 장편소설,조남주 지음,문학동네,2020,"11,500"
BRP000456137,813.7-성94ㅎ-6,후원에 핀 제비꽃 외전=The blooming violet in the back garden : 성혜림 장편소설. 6,성혜림 지음,D＆C books(디앤씨미디어),2020,"11,000"
BRP000456138,813.7-플61ㅎ-1,혼전계약서. 1,플아다 지음 ; 팻녹 삽화,은행나무,2020,"15,000"
BRP000456139,813.7-플61ㅎ-2,혼전계약서. 2,플아다 지음 ; 팻녹 삽화,은행나무,2020,"15,000"
BRP000456140,327.856-미17,"미국주식 스몰캡 인사이드 2021 : 언택트 시대, 수익률의 신화가 될 성장주를 찾아라!","안석훈,김동식,강범준,최아원 지음",예문,2020,"19,800"
BRP000456141,325.211-자65ㅇ,(인생에 한 번은) 유대인처럼 : 세계 상위 1퍼센트 유대인의 생각 수업,"자오모,자오레이 지음 ; 김정자 옮김",Book Ulove,2020,"16,000"
BRP000456142,325.1-나11ㅅ,사장을 위한 MBA 필독서 50 : 세계의 엘리트들이 읽는 MBA 필독서 50권을 한 권에,나가이 다카히사 지음 ; 김정환 옮김,센시오,2020,"19,800"
BRP000456143,594.675-진77ㅎ,(진주의) 해피 키토 키친=Happy keto kitchen,진주 지음,북드림,2019,"23,000"
BRP000456144,818-김57ㅇ,애쓰지 않고 편안하게,김수현 글·그림,놀:다산북스,2020,"15,000"
BRP000456145,911.03-이11ㅅ,『삼국사기』 읽기 : 고대의 경험과 중세의 인식,이강래 지음,세창미디어,2017,"9,000"
BRP000456147,005.58-고225ㅇ,"이것이 안드로이드다 : with 코틀린 : 안드로이드 입문의 3가지 장벽, 언어+실전+환경 완벽 대응!",고돈호 지음,한빛미디어,2020,"34,000"
BRP000456148,409-우838ㄱ,과학이라는 발명 : 1572년에서 1704년 사이에 태어나 오늘의 세계를 만든 과학에 관하여,데이비드 우튼 지음 ; 정태훈 옮김,김영사,2020,"43,000"
BRP000456149,334.22-엄77ㅅ,성 인권으로 한 걸음 : 가해자를 만들지 않는 성교육을 향하여,엄주하 지음,을유문화사,2020,"14,000"
BRP000456150,813.7-송73ㄹ-1=2,로맨스가 가능해? : 송정원 장편소설. 1,송정원 지음,디앤씨미디어 :잇북:디앤씨미디어,2019,"12,000"
BRP000456151,813.7-김53ㅎ,하늬바람 불어오면 : 김서연 장편소설,김서연 지음,스칼렛,2020,"12,000"
BRP000456152,833.6-에827ㄴ2,낙하하는 저녁,에쿠니 가오리 지음 ; 김난주 옮김,태일소담,2017,"12,800"
BRP000456153,911.06-반69,반일 종족주의와의 투쟁,이영훈 외 지음,미래_H:미래사,2020,"20,000"
BRP000456156,863-베238ㄱ-1=2,기억 : 베르나르 베르베르 장편소설. 1,베르나르 베르베르 지음 ; 전미연 옮김,열린책들,2020,"14,800"
BRP000456157,863-베238ㄱ-2=2,기억 : 베르나르 베르베르 장편소설. 2,베르나르 베르베르 지음 ; 전미연 옮김,열린책들,2020,"14,800"
BRP000456158,813.7-조211ㄱ=2,귤의 맛 : 조남주 장편소설,조남주 지음,문학동네,2020,"11,500"
BSD000007988,洋 181.71-F65a,(The) art of loving,by Erich Fromm ; introduction by Peter D. Kramer ; P.S. biographical afterword by Rainer Funk ; translated by Marion Hausner Pauk,HarperPerennial,2009,"17,900"
BSD000007989,洋 327.1-T55c,Crashed : How a Decade of Financial Crises Changed the World,by Adam Tooze,Penguin Books,2019,"28,600"
BSD000007990,洋 321.8-B15p,Poor economics : a radical rethinking of the way to fight global poverty,"by Abhijit Banerjee,Esther Duflo ; Esther Duflo",PublicAffairs,2012,"28,000"
BSD000007991,洋 843-S72p,(A) Perfect Life,by Danielle Steel,Corgi,2018,"18,900"
BSD000007992,洋 843-A73a,"Adrift : a True Story of Love, Loss and Survival at","by Tami Oldham Ashcraft,with Susea McGearhart",William Collins,2018,"21,800"
BSD000007993,洋 843-D59p-1,(The) adventure of the engineer's thumb and other cases,by Arthur Conan Doyle,Penguin Classics,2014,"19,400"
BSD000007994,洋 843-C64a,Airframe,by Michael Crichton,Arrow Books Ltd,2019,"23,500"
BSD000007995,洋 843-C15a,And Then We Ran,by Katy Cannon,Little Tiger Press,2017,"19,200"
BSD000007996,洋 843-F56a,Augustus Son of Rome,by Richard Foreman,Endeavour,2017,"18,700"
BSD000007997,洋 843-C41c,Childhood's End,by Arthur C. Clarke,Pan Books,2017,"18,900"
BSD000007998,洋 843-C64c,Congo,by Michael Crichton,Arrow Books Ltd,2011,"21,800"
BSD000007999,洋 843-W44d,Dreaming of Venice,by T.A. Williams,Canelo,2018,"21,800"
BSD000008000,洋 909.54-M24d,Dunkirk : from disaster to deliverance testimonies of the last survivors,by Sinclair McKay,Aurum Press Ltd,2015,"21,800"
BSD000008001,洋 843-M12e,England Their England,by A.G. Macdonell,Pan books,2017,"18,900"
BSD000008002,洋 843-A24e,Enigma Variations : A Novel,by Andre Aciman,Picador,2017,"26,400"
BSD000008003,洋 843-T54f,Flights,by Olga Tokarczuk,Riverhead Books,2019,"23,800"
BSD000008004,洋 843-S72f,Friends Forever,by Danielle Steel,Corgi,2013,"18,900"
BSD000008005,洋 843-Y58h,Halcyon,by Rio Youers,Titan,2018,"19,300"
BSD000008006,洋 843-H16h-3,Hannibal,by Thomas Harris,Arrow,2019,"21,800"
BSD000008007,洋 843-H16h-4,Hannibal rising,by Tby homas Harris,Arrow,2019,"21,800"
BSD000008008,洋 843-W14l,Look After Me,by Aoife Walsh,Andersen,2014,"16,300"
BSD000008009,洋 843-W21m,Mother's Day,by Pam Weaver,Avon,2018,"23,500"
